,Name,Text,Date,Likes
171,churumuri,"The statue <a href=""/narendramodi"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""18839785""><s>@</s><b>narendramodi</b></a> should have erected with Rs 3,600 crore instead of <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>. <a href=""/satishacharya"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""25106021""><s>@</s><b>satishacharya</b></a> in 'Star of Mysore'.<a href=""https://t.co/bZz4zx5AoT"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/bZz4zx5AoT</a>",27 Dec 2016,
172,Filmfare,"Oh no! 
 
<a href=""/Varun_dvn"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""366947884""><s>@</s><b>Varun_dvn</b></a> was going to play <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> but the film's not being made anymore.

<a href=""https://t.co/oSORv6UutE"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://www.filmfare.com/news/ashutosh-gowarikars-magnum-opus-with-varun-dhawan-gets-shelved-16299.html"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""http://www.filmfare.com/news/ashutosh-gowarikars-magnum-opus-with-varun-dhawan-gets-shelved-16299.html""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">filmfare.com/news/ashutosh-</span><span class=""invisible"">gowarikars-magnum-opus-with-varun-dhawan-gets-shelved-16299.html</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",25 Oct 2016,1
173,Ram Kadam,"Celebrating the birthday of <a href=""/hashtag/RajmataBhosle?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>RajmataBhosle</b></a> Ji, descendant of the great <a href=""/hashtag/Maratha?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Maratha</b></a> <a href=""/hashtag/Warrior?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Warrior</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/AFQi2IlaHi"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/AFQi2IlaHi</a>",16 Aug 2016,
174,Devendra Fadnavis,"These paintings beautifully depict <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>'s vision for development &amp; good governance by Him. <a href=""https://t.co/h5jQfDwSxW"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/h5jQfDwSxW</a>",14 Jun 2016,25
175,Devendra Fadnavis,"Honoured to inaugurate,with Hon Governor,an exhibition of paintings on the life&amp;vision of <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/4db7SeHPKd"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/4db7SeHPKd</a>",14 Jun 2016,10
176,OFFICE OF MIMY DOSSA,"Remembering <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>, on the occasion of <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a>.<a href=""https://t.co/nrsxWYDBSz"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/nrsxWYDBSz</a>",19 Feb 2016,
177,Doordarshan National,"Salute and Respect!
Remembering 'The Great Maratha' Indian Warrior King,<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his Birth Anni <a href=""https://t.co/Jhp1NjnGgm"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Jhp1NjnGgm</a>",18 Feb 2016,1
178,Laxmikant M. Khabiya,"Tribute to heroic,exemplary,brave &amp; inspiring legend <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his birth anniversary <a href=""/hashtag/%E0%A4%B6%E0%A4%BF%E0%A4%B5%E0%A4%9C%E0%A4%AF%E0%A4%82%E0%A4%A4%E0%A5%80?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>शिवजयंती</b></a><a href=""https://t.co/h0FYeSrhrJ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/h0FYeSrhrJ</a>",18 Feb 2016,
179,Sudarsan Pattnaik,"Today is <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> 's birth anniversary,my sand art to tribute <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> at Puribeach,Odisha.<a href=""https://t.co/v4Ezv5Xoty"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/v4Ezv5Xoty</a>",18 Feb 2016,9
180,Sudarsan Pattnaik,"My sand art for <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> 's birth anniversary with message ""A true patriot ""at Puribeach in Odisha <a href=""https://t.co/KQ8VHSO28R"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/KQ8VHSO28R</a>",18 Feb 2016,11
181,Riteish Deshmukh,"Thank U Jayraj Salgaokar ji for surprising us with this treasure on <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> :eternally  grateful <a href=""https://t.co/ghqUHFdlK4"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ghqUHFdlK4</a>",30 Dec 2015,30
182,Devendra Fadnavis,"<a href=""/narendramodi"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""18839785""><s>@</s><b>narendramodi</b></a> ji seeks Blessings from <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on arriving at <a href=""/hashtag/BKC?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>BKC</b></a> Ground
<a href=""/hashtag/namoinmumbai?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>namoinmumbai</b></a> 
@India272<a href=""http://t.co/PFpimhqweS"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/PFpimhqweS</a>",21 Apr 2014,
183,Dhaval Kulkarni,"निश्चयाचा महामेरू ! बहूत जनांसी आधारू ! अखंडस्थितीचा निर्धारू ! श्रीमंत योगी !! <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/ShivJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivJayanti</b></a>",18 Mar 2014,
184,Dhaval Kulkarni,"<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> stood out from his contemporaries in terms of his respect for women, love for his people and valour <a href=""/hashtag/ShivJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivJayanti</b></a>",18 Mar 2014,
185,Dhaval Kulkarni,"""Do not touch a stalk of a vegetable in the ryots field,o/w they will feel the Mughals were better."" <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/ShivJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivJayanti</b></a>",18 Mar 2014,
186,9X Jhakaas,"|| स्वराज्यावर आलं एक भयाण वादळ नाव त्याचे अफझल...||
<a href=""/hashtag/ShivJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivJayanti</b></a> <a href=""/hashtag/19thFeb?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>19thFeb</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""http://t.co/qFoVsAPTLW"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qFoVsAPTLW</a>",19 Feb 2014,
187,Shakuntla Raj BJP,"&lt;1/2&gt;Remembering the Great Indian Warrior King <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> ji on his birth anniversary. <a href=""http://t.co/XkpIYVtm5i"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/XkpIYVtm5i</a>",18 Feb 2014,
188,Narendra Mehta,"Let’s Salute the Legendary warrior <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on the occasion of Shivaji Jayanti! <a href=""http://t.co/eATgiztnMU"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/eATgiztnMU</a>",18 Feb 2014,
189,R@V¡,"""<a href=""/9XJhakaas"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""374492784""><s>@</s><b>9XJhakaas</b></a>: 9Xझकास तर्फे सर्वांना शिव जयंतीच्या हार्दिक शुभेच्छा
जय भवानी!!! जय शिवाजी!!!
<a href=""/hashtag/ShivJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivJayanti</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>""",18 Feb 2014,
190,Krishna Uppuluri,"Happy <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a> to all on the occasion of the birth anniversary of <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>. 'Never give up.' <a href=""http://t.co/Qr6vxMN5eB"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Qr6vxMN5eB</a>",18 Feb 2014,
191,NewsX,"<a href=""/hashtag/BJP?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>BJP</b></a>'s <a href=""/hashtag/primeministerial?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>primeministerial</b></a> candidate <a href=""/hashtag/NarendraModi?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>NarendraModi</b></a> on Sunday said Maratha warrior king <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>... <a href=""http://t.co/DMHWNgwKwf"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://fb.me/6BGvpaP55"" class=""twitter-timeline-link"" target=""_blank"" title=""http://fb.me/6BGvpaP55""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">fb.me/6BGvpaP55</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span></span></a>",5 Jan 2014,
192,"Sharanyan Iyengar<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>","<a href=""/hashtag/Sushilkumarshinde?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Sushilkumarshinde</b></a> needs 2 b reminded tat hez frm de land of de grt <a href=""/hashtag/chhatrapatishivajimaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>chhatrapatishivajimaharaj</strong></b></a> who lived every bit of his lyf 4r his people",28 Oct 2013,
193,Devendra Fadnavis,"(3/4)
Photo of Nadirshah who looted India finds a place but no place for <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> 's  photo.
<a href=""/hashtag/CBSE?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>CBSE</b></a> <a href=""/hashtag/HistoryTextBooks?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>HistoryTextBooks</b></a>",7 Sep 2013,1
194,Devendra Fadnavis,"(2/4)
Out of 2100 pages in these textbooks, dozens of pages for invaders and just one paragraph for <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>.",7 Sep 2013,4
195,Ruchi Bansal,"I am <a href=""/hashtag/surprised?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>surprised</b></a> that the <a href=""/hashtag/MumbaiPuneExpressway?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>MumbaiPuneExpressway</b></a> isn't named after <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> !",21 Jul 2013,
196,Devendra Fadnavis,"Indeed a moment of extreme happiness and pride for every patriotic Indian.
<strong>#chhatrapatishivajimaharaj</strong>#coronation ceremony#anniversary#Raigad",5 Jun 2013,
197,Phir Ek Baar Modi Sarkaar,"जीजाबाई जैसी मां मिलीं तो देश को शिवाजी मिले <a href=""http://t.co/Rjp7xeCz"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://hindi.ibtl.in/news/rashtra-vandana/1906/article.ibtl"" class=""twitter-timeline-link"" target=""_blank"" title=""http://hindi.ibtl.in/news/rashtra-vandana/1906/article.ibtl""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">hindi.ibtl.in/news/rashtra-v</span><span class=""invisible"">andana/1906/article.ibtl</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a> via <a href=""/IndiaBTL"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""292251723""><s>@</s><b>indiabtl</b></a> <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a> <a href=""/hashtag/ChhatrapatiShivaJiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivaJiMaharaj</strong></b></a> <a href=""/hashtag/India?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>India</b></a> <a href=""/hashtag/Hindu?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Hindu</b></a>",18 Feb 2013,
198,Balsanskar.com,"<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> was very eager to visit Samarth Ramdas Swami after hearing about His fame. <a href=""http://t.co/D0SAkWrj"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://goo.gl/11xWE"" class=""twitter-timeline-link"" target=""_blank"" title=""http://goo.gl/11xWE""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">goo.gl/11xWE</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span></span></a>",27 Jan 2013,
199,Shanoo Bhatia,"Indn Space Rsrch to launch Mars Mission; wht d'you thnk thy'll name it- <a href=""/hashtag/IndiraGandhiRover?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>IndiraGandhiRover</b></a> <a href=""/hashtag/RajivGandhiUdanKhatol?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>RajivGandhiUdanKhatol</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>",4 Aug 2012,
